site,month_of_date_id,day_of_date_id,year_of_date_id,measure_names,person_type,supplier_type,measure_values
Site B,July,17,2016,Total Cancellations,PM,Integrated,0.0
Site A,July,18,2016,Total Cancellations,PM,Integrated,26.0
Site B,July,18,2016,Total Cancellations,PM,Integrated,20.0
Site A,July,19,2016,Total Cancellations,PM,Integrated,73.0
Site B,July,19,2016,Total Cancellations,PM,Integrated,38.0
Site A,July,20,2016,Total Cancellations,PM,Integrated,30.0
Site B,July,20,2016,Total Cancellations,PM,Integrated,7.0
Site A,July,21,2016,Total Cancellations,PM,Integrated,32.0
Site B,July,21,2016,Total Cancellations,PM,Integrated,33.0
Site A,July,22,2016,Total Cancellations,PM,Integrated,32.0
Site B,July,22,2016,Total Cancellations,PM,Integrated,8.0
Site A,July,23,2016,Total Cancellations,PM,Integrated,14.0
Site B,July,23,2016,Total Cancellations,PM,Integrated,5.0
Site A,July,24,2016,Total Cancellations,PM,Integrated,18.0
Site B,July,24,2016,Total Cancellations,PM,Integrated,1.0
Site A,July,25,2016,Total Cancellations,PM,Integrated,26.0
Site B,July,25,2016,Total Cancellations,PM,Integrated,8.0
Site A,July,26,2016,Total Cancellations,PM,Integrated,21.0
Site B,July,26,2016,Total Cancellations,PM,Integrated,8.0
Site A,July,27,2016,Total Cancellations,PM,Integrated,23.0
Site B,July,27,2016,Total Cancellations,PM,Integrated,11.0
Site A,July,28,2016,Total Cancellations,PM,Integrated,23.0
Site B,July,28,2016,Total Cancellations,PM,Integrated,10.0
Site A,July,29,2016,Total Cancellations,PM,Integrated,27.0
Site B,July,29,2016,Total Cancellations,PM,Integrated,10.0
Site A,July,30,2016,Total Cancellations,PM,Integrated,14.0
Site B,July,30,2016,Total Cancellations,PM,Integrated,14.0
Site A,July,31,2016,Total Cancellations,PM,Integrated,8.0
Site B,July,31,2016,Total Cancellations,PM,Integrated,11.0
Site A,June,1,2016,Total Cancellations,PM,Integrated,33.0
Site B,June,1,2016,Total Cancellations,PM,Integrated,15.0
Site A,June,2,2016,Total Cancellations,PM,Integrated,37.0
Site B,June,2,2016,Total Cancellations,PM,Integrated,25.0
Site A,June,3,2016,Total Cancellations,PM,Integrated,25.0
Site B,June,3,2016,Total Cancellations,PM,Integrated,8.0
Site A,June,4,2016,Total Cancellations,PM,Integrated,18.0
Site B,June,4,2016,Total Cancellations,PM,Integrated,14.0
Site A,June,5,2016,Total Cancellations,PM,Integrated,14.0
Site B,June,5,2016,Total Cancellations,PM,Integrated,8.0
Site A,June,6,2016,Total Cancellations,PM,Integrated,44.0
Site B,June,6,2016,Total Cancellations,PM,Integrated,19.0
Site A,June,7,2016,Total Cancellations,PM,Integrated,20.0
Site B,June,7,2016,Total Cancellations,PM,Integrated,18.0
Site A,June,8,2016,Total Cancellations,PM,Integrated,39.0
Site B,June,8,2016,Total Cancellations,PM,Integrated,16.0
Site A,June,9,2016,Total Cancellations,PM,Integrated,37.0
Site B,June,9,2016,Total Cancellations,PM,Integrated,16.0
Site A,June,10,2016,Total Cancellations,PM,Integrated,24.0
Site B,June,10,2016,Total Cancellations,PM,Integrated,11.0
Site A,June,11,2016,Total Cancellations,PM,Integrated,15.0
Site B,June,11,2016,Total Cancellations,PM,Integrated,7.0
Site A,June,12,2016,Total Cancellations,PM,Integrated,15.0
Site B,June,12,2016,Total Cancellations,PM,Integrated,9.0
Site A,June,13,2016,Total Cancellations,PM,Integrated,32.0
Site B,June,13,2016,Total Cancellations,PM,Integrated,13.0
Site A,June,14,2016,Total Cancellations,PM,Integrated,34.0
Site B,June,14,2016,Total Cancellations,PM,Integrated,13.0
Site A,June,15,2016,Total Cancellations,PM,Integrated,35.0
Site B,June,15,2016,Total Cancellations,PM,Integrated,12.0
Site A,June,16,2016,Total Cancellations,PM,Integrated,29.0
Site B,June,16,2016,Total Cancellations,PM,Integrated,8.0
Site A,June,17,2016,Total Cancellations,PM,Integrated,24.0
Site B,June,17,2016,Total Cancellations,PM,Integrated,13.0
Site A,June,18,2016,Total Cancellations,PM,Integrated,18.0
Site B,June,18,2016,Total Cancellations,PM,Integrated,9.0
Site A,June,19,2016,Total Cancellations,PM,Integrated,14.0
Site B,June,19,2016,Total Cancellations,PM,Integrated,6.0
Site A,June,20,2016,Total Cancellations,PM,Integrated,26.0
Site B,June,20,2016,Total Cancellations,PM,Integrated,6.0
Site A,June,21,2016,Total Cancellations,PM,Integrated,42.0
Site B,June,21,2016,Total Cancellations,PM,Integrated,11.0
Site A,June,22,2016,Total Cancellations,PM,Integrated,33.0
Site B,June,22,2016,Total Cancellations,PM,Integrated,8.0
Site A,June,23,2016,Total Cancellations,PM,Integrated,35.0
Site B,June,23,2016,Total Cancellations,PM,Integrated,9.0
Site A,June,24,2016,Total Cancellations,PM,Integrated,20.0
Site B,June,24,2016,Total Cancellations,PM,Integrated,7.0
Site A,June,25,2016,Total Cancellations,PM,Integrated,12.0
Site B,June,25,2016,Total Cancellations,PM,Integrated,2.0
Site A,June,26,2016,Total Cancellations,PM,Integrated,19.0
Site B,June,26,2016,Total Cancellations,PM,Integrated,2.0
Site A,June,27,2016,Total Cancellations,PM,Integrated,23.0
Site B,June,27,2016,Total Cancellations,PM,Integrated,14.0
Site A,June,28,2016,Total Cancellations,PM,Integrated,29.0
Site B,June,28,2016,Total Cancellations,PM,Integrated,19.0
Site A,June,29,2016,Total Cancellations,PM,Integrated,33.0
Site B,June,29,2016,Total Cancellations,PM,Integrated,21.0
Site A,June,30,2016,Total Cancellations,PM,Integrated,63.0
Site B,June,30,2016,Total Cancellations,PM,Integrated,47.0
Site A,May,1,2016,Total Cancellations,PM,Integrated,15.0
Site B,May,1,2016,Total Cancellations,PM,Integrated,13.0
Site A,May,2,2016,Total Cancellations,PM,Integrated,27.0
Site B,May,2,2016,Total Cancellations,PM,Integrated,9.0
Site A,May,3,2016,Total Cancellations,PM,Integrated,25.0
Site B,May,3,2016,Total Cancellations,PM,Integrated,9.0
Site A,May,4,2016,Total Cancellations,PM,Integrated,35.0
Site B,May,4,2016,Total Cancellations,PM,Integrated,10.0
Site A,May,5,2016,Total Cancellations,PM,Integrated,11.0
Site B,May,5,2016,Total Cancellations,PM,Integrated,3.0
Site A,May,6,2016,Total Cancellations,PM,Integrated,16.0
Site B,May,6,2016,Total Cancellations,PM,Integrated,6.0
Site A,May,7,2016,Total Cancellations,PM,Integrated,3.0
Site B,May,7,2016,Total Cancellations,PM,Integrated,3.0
Site A,May,8,2016,Total Cancellations,PM,Integrated,6.0
Site B,May,8,2016,Total Cancellations,PM,Integrated,2.0
Site A,May,9,2016,Total Cancellations,PM,Integrated,23.0
Site B,May,9,2016,Total Cancellations,PM,Integrated,8.0
Site A,May,10,2016,Total Cancellations,PM,Integrated,10.0
Site B,May,10,2016,Total Cancellations,PM,Integrated,8.0
Site A,May,11,2016,Total Cancellations,PM,Integrated,22.0
Site B,May,11,2016,Total Cancellations,PM,Integrated,14.0
Site A,May,12,2016,Total Cancellations,PM,Integrated,70.0
Site B,May,12,2016,Total Cancellations,PM,Integrated,31.0
Site A,May,13,2016,Total Cancellations,PM,Integrated,49.0
Site B,May,13,2016,Total Cancellations,PM,Integrated,25.0
Site A,May,14,2016,Total Cancellations,PM,Integrated,14.0
Site B,May,14,2016,Total Cancellations,PM,Integrated,8.0
Site A,May,15,2016,Total Cancellations,PM,Integrated,18.0
Site B,May,15,2016,Total Cancellations,PM,Integrated,9.0
Site A,May,16,2016,Total Cancellations,PM,Integrated,19.0
Site B,May,16,2016,Total Cancellations,PM,Integrated,13.0
Site A,May,17,2016,Total Cancellations,PM,Integrated,43.0
Site B,May,17,2016,Total Cancellations,PM,Integrated,18.0
Site A,May,18,2016,Total Cancellations,PM,Integrated,25.0
Site B,May,18,2016,Total Cancellations,PM,Integrated,17.0
Site A,May,19,2016,Total Cancellations,PM,Integrated,29.0
Site B,May,19,2016,Total Cancellations,PM,Integrated,20.0
Site A,May,20,2016,Total Cancellations,PM,Integrated,35.0
Site B,May,20,2016,Total Cancellations,PM,Integrated,8.0
Site A,May,21,2016,Total Cancellations,PM,Integrated,26.0
Site B,May,21,2016,Total Cancellations,PM,Integrated,13.0
Site A,May,22,2016,Total Cancellations,PM,Integrated,19.0
Site B,May,22,2016,Total Cancellations,PM,Integrated,10.0
Site A,May,23,2016,Total Cancellations,PM,Integrated,232.0
Site B,May,23,2016,Total Cancellations,PM,Integrated,11.0
Site A,May,24,2016,Total Cancellations,PM,Integrated,40.0
Site B,May,24,2016,Total Cancellations,PM,Integrated,24.0
Site A,May,25,2016,Total Cancellations,PM,Integrated,30.0
Site B,May,25,2016,Total Cancellations,PM,Integrated,11.0
Site A,May,26,2016,Total Cancellations,PM,Integrated,38.0
Site B,May,26,2016,Total Cancellations,PM,Integrated,10.0
Site A,May,27,2016,Total Cancellations,PM,Integrated,59.0
Site B,May,27,2016,Total Cancellations,PM,Integrated,16.0
Site A,May,28,2016,Total Cancellations,PM,Integrated,21.0
Site B,May,28,2016,Total Cancellations,PM,Integrated,11.0
Site A,May,29,2016,Total Cancellations,PM,Integrated,18.0
Site B,May,29,2016,Total Cancellations,PM,Integrated,10.0
Site A,May,30,2016,Total Cancellations,PM,Integrated,46.0
Site B,May,30,2016,Total Cancellations,PM,Integrated,22.0
Site A,May,31,2016,Total Cancellations,PM,Integrated,21.0
Site B,May,31,2016,Total Cancellations,PM,Integrated,18.0
Site A,July,1,2017,Total Cancellations,PM,Integrated,31.0
Site B,July,1,2017,Total Cancellations,PM,Integrated,8.0
Site A,July,2,2017,Total Cancellations,PM,Integrated,18.0
Site B,July,2,2017,Total Cancellations,PM,Integrated,8.0
Site A,July,3,2017,Total Cancellations,PM,Integrated,33.0
Site B,July,3,2017,Total Cancellations,PM,Integrated,17.0
Site A,July,4,2017,Total Cancellations,PM,Integrated,28.0
Site B,July,4,2017,Total Cancellations,PM,Integrated,20.0
Site A,July,5,2017,Total Cancellations,PM,Integrated,33.0
Site B,July,5,2017,Total Cancellations,PM,Integrated,10.0
Site A,July,6,2017,Total Cancellations,PM,Integrated,15.0
Site B,July,6,2017,Total Cancellations,PM,Integrated,10.0
Site A,July,7,2017,Total Cancellations,PM,Integrated,27.0
Site B,July,7,2017,Total Cancellations,PM,Integrated,9.0
Site A,July,8,2017,Total Cancellations,PM,Integrated,20.0
Site B,July,8,2017,Total Cancellations,PM,Integrated,11.0
Site A,July,9,2017,Total Cancellations,PM,Integrated,16.0
Site B,July,9,2017,Total Cancellations,PM,Integrated,5.0
Site A,July,10,2017,Total Cancellations,PM,Integrated,42.0
Site B,July,10,2017,Total Cancellations,PM,Integrated,36.0
Site A,July,11,2017,Total Cancellations,PM,Integrated,22.0
Site B,July,11,2017,Total Cancellations,PM,Integrated,26.0
Site A,July,12,2017,Total Cancellations,PM,Integrated,28.0
Site B,July,12,2017,Total Cancellations,PM,Integrated,3.0
Site A,July,13,2017,Total Cancellations,PM,Integrated,45.0
Site B,July,13,2017,Total Cancellations,PM,Integrated,17.0
Site A,July,14,2017,Total Cancellations,PM,Integrated,32.0
Site B,July,14,2017,Total Cancellations,PM,Integrated,13.0
Site A,July,15,2017,Total Cancellations,PM,Integrated,25.0
Site B,July,15,2017,Total Cancellations,PM,Integrated,5.0
Site A,July,16,2017,Total Cancellations,PM,Integrated,14.0
Site B,July,16,2017,Total Cancellations,PM,Integrated,12.0
Site A,July,17,2017,Total Cancellations,PM,Integrated,42.0
Site B,July,17,2017,Total Cancellations,PM,Integrated,21.0
Site A,July,18,2017,Total Cancellations,PM,Integrated,33.0
Site B,July,18,2017,Total Cancellations,PM,Integrated,10.0
Site A,July,19,2017,Total Cancellations,PM,Integrated,17.0
Site B,July,19,2017,Total Cancellations,PM,Integrated,23.0
Site A,July,20,2017,Total Cancellations,PM,Integrated,25.0
Site B,July,20,2017,Total Cancellations,PM,Integrated,22.0
Site A,July,21,2017,Total Cancellations,PM,Integrated,18.0
Site B,July,21,2017,Total Cancellations,PM,Integrated,17.0
Site A,July,22,2017,Total Cancellations,PM,Integrated,10.0
Site B,July,22,2017,Total Cancellations,PM,Integrated,12.0
Site A,July,23,2017,Total Cancellations,PM,Integrated,10.0
Site B,July,23,2017,Total Cancellations,PM,Integrated,4.0
Site A,July,24,2017,Total Cancellations,PM,Integrated,31.0
Site B,July,24,2017,Total Cancellations,PM,Integrated,18.0
Site A,July,25,2017,Total Cancellations,PM,Integrated,25.0
Site B,July,25,2017,Total Cancellations,PM,Integrated,14.0
Site A,July,26,2017,Total Cancellations,PM,Integrated,126.0
Site B,July,26,2017,Total Cancellations,PM,Integrated,111.0
Site A,July,27,2017,Total Cancellations,PM,Integrated,65.0
Site B,July,27,2017,Total Cancellations,PM,Integrated,40.0
Site A,July,28,2017,Total Cancellations,PM,Integrated,22.0
Site B,July,28,2017,Total Cancellations,PM,Integrated,15.0
Site A,July,29,2017,Total Cancellations,PM,Integrated,8.0
Site B,July,29,2017,Total Cancellations,PM,Integrated,0.0
Site A,July,30,2017,Total Cancellations,PM,Integrated,24.0
Site B,July,30,2017,Total Cancellations,PM,Integrated,3.0
Site A,July,31,2017,Total Cancellations,PM,Integrated,32.0
Site B,July,31,2017,Total Cancellations,PM,Integrated,55.0
Site A,June,1,2017,Total Cancellations,PM,Integrated,27.0
Site B,June,1,2017,Total Cancellations,PM,Integrated,7.0
Site A,June,2,2017,Total Cancellations,PM,Integrated,15.0
Site B,June,2,2017,Total Cancellations,PM,Integrated,17.0
Site A,June,3,2017,Total Cancellations,PM,Integrated,8.0
Site B,June,3,2017,Total Cancellations,PM,Integrated,13.0
Site A,June,4,2017,Total Cancellations,PM,Integrated,14.0
Site B,June,4,2017,Total Cancellations,PM,Integrated,9.0
Site A,June,5,2017,Total Cancellations,PM,Integrated,37.0
Site B,June,5,2017,Total Cancellations,PM,Integrated,24.0
Site A,June,6,2017,Total Cancellations,PM,Integrated,27.0
Site B,June,6,2017,Total Cancellations,PM,Integrated,16.0
Site A,June,7,2017,Total Cancellations,PM,Integrated,23.0
Site B,June,7,2017,Total Cancellations,PM,Integrated,14.0
Site A,June,8,2017,Total Cancellations,PM,Integrated,29.0
Site B,June,8,2017,Total Cancellations,PM,Integrated,18.0
Site A,June,9,2017,Total Cancellations,PM,Integrated,31.0
Site B,June,9,2017,Total Cancellations,PM,Integrated,9.0
Site A,June,10,2017,Total Cancellations,PM,Integrated,11.0
Site B,June,10,2017,Total Cancellations,PM,Integrated,19.0
Site A,June,11,2017,Total Cancellations,PM,Integrated,15.0
Site B,June,11,2017,Total Cancellations,PM,Integrated,6.0
Site A,June,12,2017,Total Cancellations,PM,Integrated,22.0
Site B,June,12,2017,Total Cancellations,PM,Integrated,20.0
Site A,June,13,2017,Total Cancellations,PM,Integrated,32.0
Site B,June,13,2017,Total Cancellations,PM,Integrated,24.0
Site A,June,14,2017,Total Cancellations,PM,Integrated,33.0
Site B,June,14,2017,Total Cancellations,PM,Integrated,8.0
Site A,June,15,2017,Total Cancellations,PM,Integrated,30.0
Site B,June,15,2017,Total Cancellations,PM,Integrated,13.0
Site A,June,16,2017,Total Cancellations,PM,Integrated,31.0
Site B,June,16,2017,Total Cancellations,PM,Integrated,9.0
Site A,June,17,2017,Total Cancellations,PM,Integrated,17.0
Site B,June,17,2017,Total Cancellations,PM,Integrated,11.0
Site A,June,18,2017,Total Cancellations,PM,Integrated,12.0
Site B,June,18,2017,Total Cancellations,PM,Integrated,3.0
Site A,June,19,2017,Total Cancellations,PM,Integrated,34.0
Site B,June,19,2017,Total Cancellations,PM,Integrated,17.0
Site A,June,20,2017,Total Cancellations,PM,Integrated,42.0
Site B,June,20,2017,Total Cancellations,PM,Integrated,22.0
Site A,June,21,2017,Total Cancellations,PM,Integrated,26.0
Site B,June,21,2017,Total Cancellations,PM,Integrated,8.0
Site A,June,22,2017,Total Cancellations,PM,Integrated,36.0
Site B,June,22,2017,Total Cancellations,PM,Integrated,9.0
Site A,June,23,2017,Total Cancellations,PM,Integrated,37.0
Site B,June,23,2017,Total Cancellations,PM,Integrated,3.0
Site A,June,24,2017,Total Cancellations,PM,Integrated,26.0
Site B,June,24,2017,Total Cancellations,PM,Integrated,13.0
Site A,June,25,2017,Total Cancellations,PM,Integrated,25.0
Site B,June,25,2017,Total Cancellations,PM,Integrated,12.0
Site A,June,26,2017,Total Cancellations,PM,Integrated,32.0
Site B,June,26,2017,Total Cancellations,PM,Integrated,21.0
Site A,June,27,2017,Total Cancellations,PM,Integrated,33.0
Site B,June,27,2017,Total Cancellations,PM,Integrated,36.0
Site A,June,28,2017,Total Cancellations,PM,Integrated,38.0
Site B,June,28,2017,Total Cancellations,PM,Integrated,13.0
Site A,June,29,2017,Total Cancellations,PM,Integrated,36.0
Site B,June,29,2017,Total Cancellations,PM,Integrated,32.0
Site A,June,30,2017,Total Cancellations,PM,Integrated,31.0
Site B,June,30,2017,Total Cancellations,PM,Integrated,7.0
Site A,May,1,2017,Total Cancellations,PM,Integrated,26.0
Site B,May,1,2017,Total Cancellations,PM,Integrated,6.0
Site A,May,2,2017,Total Cancellations,PM,Integrated,39.0
Site B,May,2,2017,Total Cancellations,PM,Integrated,17.0
Site A,May,3,2017,Total Cancellations,PM,Integrated,33.0
Site B,May,3,2017,Total Cancellations,PM,Integrated,10.0
Site A,May,4,2017,Total Cancellations,PM,Integrated,26.0
Site B,May,4,2017,Total Cancellations,PM,Integrated,7.0
Site A,May,5,2017,Total Cancellations,PM,Integrated,22.0
Site B,May,5,2017,Total Cancellations,PM,Integrated,7.0
Site A,May,6,2017,Total Cancellations,PM,Integrated,23.0
Site B,May,6,2017,Total Cancellations,PM,Integrated,15.0
Site A,May,7,2017,Total Cancellations,PM,Integrated,11.0
Site B,May,7,2017,Total Cancellations,PM,Integrated,7.0
Site A,May,8,2017,Total Cancellations,PM,Integrated,17.0
Site B,May,8,2017,Total Cancellations,PM,Integrated,13.0
Site A,May,9,2017,Total Cancellations,PM,Integrated,29.0
Site B,May,9,2017,Total Cancellations,PM,Integrated,7.0
Site A,May,10,2017,Total Cancellations,PM,Integrated,33.0
Site B,May,10,2017,Total Cancellations,PM,Integrated,7.0
Site A,May,11,2017,Total Cancellations,PM,Integrated,29.0
Site B,May,11,2017,Total Cancellations,PM,Integrated,6.0
Site A,May,12,2017,Total Cancellations,PM,Integrated,35.0
Site B,May,12,2017,Total Cancellations,PM,Integrated,10.0
Site A,May,13,2017,Total Cancellations,PM,Integrated,24.0
Site B,May,13,2017,Total Cancellations,PM,Integrated,6.0
Site A,May,14,2017,Total Cancellations,PM,Integrated,12.0
Site B,May,14,2017,Total Cancellations,PM,Integrated,7.0
Site A,May,15,2017,Total Cancellations,PM,Integrated,24.0
Site B,May,15,2017,Total Cancellations,PM,Integrated,12.0
Site A,May,16,2017,Total Cancellations,PM,Integrated,23.0
Site B,May,16,2017,Total Cancellations,PM,Integrated,5.0
Site A,May,17,2017,Total Cancellations,PM,Integrated,29.0
Site B,May,17,2017,Total Cancellations,PM,Integrated,19.0
Site A,May,18,2017,Total Cancellations,PM,Integrated,27.0
Site B,May,18,2017,Total Cancellations,PM,Integrated,5.0
Site A,May,19,2017,Total Cancellations,PM,Integrated,24.0
Site B,May,19,2017,Total Cancellations,PM,Integrated,5.0
Site A,May,20,2017,Total Cancellations,PM,Integrated,25.0
Site B,May,20,2017,Total Cancellations,PM,Integrated,14.0
Site A,May,21,2017,Total Cancellations,PM,Integrated,20.0
Site B,May,21,2017,Total Cancellations,PM,Integrated,7.0
Site A,May,22,2017,Total Cancellations,PM,Integrated,393.0
Site B,May,22,2017,Total Cancellations,PM,Integrated,236.0
Site A,May,23,2017,Total Cancellations,PM,Integrated,43.0
Site B,May,23,2017,Total Cancellations,PM,Integrated,28.0
Site A,May,24,2017,Total Cancellations,PM,Integrated,18.0
Site B,May,24,2017,Total Cancellations,PM,Integrated,10.0
Site A,May,25,2017,Total Cancellations,PM,Integrated,28.0
Site B,May,25,2017,Total Cancellations,PM,Integrated,15.0
Site A,May,26,2017,Total Cancellations,PM,Integrated,27.0
Site B,May,26,2017,Total Cancellations,PM,Integrated,6.0
Site A,May,27,2017,Total Cancellations,PM,Integrated,20.0
Site B,May,27,2017,Total Cancellations,PM,Integrated,2.0
Site A,May,28,2017,Total Cancellations,PM,Integrated,8.0
Site B,May,28,2017,Total Cancellations,PM,Integrated,6.0
Site A,May,29,2017,Total Cancellations,PM,Integrated,24.0
Site B,May,29,2017,Total Cancellations,PM,Integrated,23.0
Site A,May,30,2017,Total Cancellations,PM,Integrated,27.0
Site B,May,30,2017,Total Cancellations,PM,Integrated,11.0
